-0.37;0.73;-0.67;0.33;-0.04;-0.93;-0.12;1.04;-1.10;0.33;-0.03;-0.93;-0.49;0.67;-1.10;0.33;-0.04;-0.94;-0.12;0.12;-0.06;0.32;-0.03;-0.93;-0.61;0.98;-0.61;0.33;-0.03;-0.93;-0.18;0.49;-0.73;0.32;-0.04;-0.93;-0.43;0.67;-1.04;0.32;-0.04;-0.93;-0.37;0.43;-0.61;0.33;-0.03;-0.93
-0.43;0.37;-1.10;0.33;-0.03;-0.93;-0.18;0.49;-0.73;0.33;-0.04;-0.93;-0.61;0.85;-0.98;0.32;-0.03;-0.93;-0.12;0.55;-0.91;0.33;-0.03;-0.92;0.24;0.91;-0.67;0.33;-0.04;-0.93;-0.55;0.55;-0.85;0.32;-0.03;-0.93;0.61;0.12;-0.98;0.33;-0.03;-0.94;-0.24;0.30;-0.73;0.32;-0.03;-0.93
-0.30;0.24;-0.73;0.32;-0.03;-0.93;-0.98;0.67;-0.98;0.32;-0.03;-0.92;0.18;0.43;-0.79;0.32;-0.04;-0.92;-0.43;0.24;-0.85;0.33;-0.04;-0.93;-0.24;0.79;-0.49;0.33;-0.03;-0.93;-0.18;0.73;-0.91;0.32;-0.03;-0.93;-0.43;0.30;-1.22;0.32;-0.03;-0.93;-0.30;0.37;-1.04;0.33;-0.03;-0.93
-0.06;0.30;-0.91;0.32;-0.04;-0.92;-0.37;0.24;-0.85;0.32;-0.03;-0.94;-0.43;0.49;-0.79;0.32;-0.03;-0.92;-0.24;0.37;-1.04;0.33;-0.04;-0.92;0.06;0.37;-0.85;0.32;-0.04;-0.92;-0.24;0.49;-0.79;0.33;-0.04;-0.92;-0.49;0.43;-0.85;0.33;-0.04;-0.93;-0.24;1.22;-0.73;0.33;-0.03;-0.92
-0.18;0.55;-1.10;0.32;-0.04;-0.92;0.12;0.43;-0.67;0.33;-0.03;-0.93;-0.55;0.85;-0.79;0.32;-0.04;-0.92;0.00;0.73;-0.37;0.33;-0.03;-0.93;-0.37;0.91;-0.79;0.33;-0.04;-0.93;-0.30;0.79;-0.79;0.33;-0.03;-0.93;-0.30;0.79;-0.24;0.33;-0.04;-0.93;-0.12;0.67;-1.04;0.32;-0.03;-0.93
0.06;0.79;-0.43;0.32;-0.04;-0.93;0.06;0.55;-0.67;0.32;-0.03;-0.93;-0.30;0.49;-1.22;0.32;-0.03;-0.93;-0.61;0.73;-0.91;0.33;-0.04;-0.93;-0.24;0.73;-1.10;0.32;-0.05;-0.93;0.18;0.37;-0.73;0.32;-0.03;-0.92;-0.37;0.49;-0.73;0.33;-0.03;-0.92;-0.61;0.06;-0.91;0.33;-0.03;-0.92
0.00;0.49;-1.10;0.33;-0.04;-0.92;-0.49;0.43;-0.49;0.33;-0.04;-0.93;0.00;0.12;-0.49;0.33;-0.03;-0.93;-0.79;0.67;-0.30;0.32;-0.03;-0.93;-0.43;0.30;-0.67;0.32;-0.03;-0.92;0.12;0.43;-1.04;0.33;-0.03;-0.93;-0.30;0.67;-0.98;0.32;-0.04;-0.93;-0.12;0.49;-1.04;0.32;-0.04;-0.91
-0.24;0.79;-0.73;0.32;-0.04;-0.92;-0.37;0.43;-0.67;0.32;-0.03;-0.93;-0.49;0.49;-0.67;0.33;-0.03;-0.93;-0.37;0.67;-0.73;0.33;-0.03;-0.92;-0.49;0.43;-1.04;0.33;-0.03;-0.92;-0.30;0.43;-1.16;0.32;-0.04;-0.93;-0.18;0.61;-0.98;0.33;-0.03;-0.93;-0.49;0.61;-0.85;0.32;-0.03;-0.93
0.18;0.30;-0.79;0.33;-0.03;-0.92;-0.61;0.55;-0.79;0.32;-0.04;-0.93;-0.79;0.18;-0.67;0.33;-0.03;-0.92;-0.24;0.61;-0.85;0.33;-0.03;-0.93;-0.30;0.73;-1.10;0.32;-0.04;-0.93;-0.24;0.49;-1.22;0.32;-0.03;-0.93;-0.49;0.18;-0.98;0.33;-0.03;-0.93;-0.24;0.43;-1.22;0.33;-0.03;-0.93
0.18;0.73;-0.85;0.33;-0.03;-0.93;-1.16;0.37;-0.85;0.32;-0.03;-0.91;-0.49;0.24;-0.98;0.33;-0.03;-0.92;-0.18;0.12;-1.22;0.33;-0.04;-0.92;-0.37;0.55;-1.16;0.33;-0.03;-0.92;-0.06;0.73;-1.52;0.32;-0.03;-0.93;-0.30;0.30;-1.10;0.33;-0.04;-0.92;0.06;0.61;-1.04;0.32;-0.04;-0.93
-0.61;0.43;-0.98;0.33;-0.03;-0.93;-0.37;0.24;-0.79;0.33;-0.03;-0.92;-0.67;0.49;-0.91;0.32;-0.04;-0.94;-0.30;0.49;-0.98;0.33;-0.03;-0.92;-0.12;1.04;-0.37;0.33;-0.03;-0.92;-0.61;0.55;-1.10;0.31;-0.03;-0.93;0.12;0.49;-0.43;0.32;-0.03;-0.93;-0.67;0.12;-1.04;0.32;-0.03;-0.92
-0.18;0.18;-0.98;0.32;-0.04;-0.93;-0.30;0.18;-0.98;0.32;-0.03;-0.92;-0.43;0.73;-0.55;0.33;-0.04;-0.92;-0.12;0.12;-0.85;0.32;-0.03;-0.93;-0.55;0.67;-1.04;0.33;-0.04;-0.93;-0.43;0.49;-1.16;0.32;-0.04;-0.92;0.30;0.00;-0.61;0.33;-0.03;-0.93;-0.30;0.37;-0.85;0.33;-0.04;-0.93
-0.18;0.43;-0.91;0.32;-0.03;-0.93;-0.43;0.00;-1.10;0.33;-0.03;-0.93;-0.30;0.67;-1.16;0.33;-0.04;-0.93;-0.06;-0.18;-0.43;0.32;-0.03;-0.92;-0.24;0.67;-0.55;0.33;-0.04;-0.94;-0.37;0.85;-0.67;0.32;-0.03;-0.93;0.00;0.67;-0.67;0.33;-0.03;-0.92;-0.55;1.22;-0.85;0.32;-0.04;-0.93
0.24;0.61;-0.79;0.33;-0.04;-0.94;-0.30;0.06;-0.79;0.32;-0.04;-0.92;-0.30;0.55;-0.91;0.32;-0.04;-0.93;-0.91;0.55;-0.61;0.33;-0.04;-0.93;-0.37;0.18;-1.10;0.32;-0.03;-0.93;-0.67;0.79;-0.67;0.33;-0.03;-0.92;-0.61;0.12;-0.98;0.33;-0.03;-0.94;-0.24;0.79;-0.67;0.33;-0.03;-0.93
-0.12;0.91;-0.73;0.33;-0.03;-0.93;-0.43;0.00;-0.98;0.32;-0.03;-0.92;-0.61;0.55;-0.98;0.33;-0.03;-0.94;-0.37;0.61;-1.46;0.33;-0.03;-0.93;-0.37;0.12;-0.98;0.32;-0.04;-0.92;-0.06;1.04;-1.10;0.33;-0.03;-0.94;-0.24;0.30;-0.67;0.33;-0.03;-0.92;-0.24;0.30;-0.98;0.32;-0.03;-0.93
-0.06;0.06;-0.67;0.32;-0.03;-0.92;-0.18;1.16;-0.43;0.32;-0.04;-0.93;-0.30;0.61;-0.91;0.32;-0.03;-0.93;-0.37;0.24;-0.61;0.33;-0.04;-0.92;-0.61;0.49;-0.91;0.33;-0.03;-0.93;-0.12;0.18;-0.79;0.32;-0.03;-0.92;-0.79;0.12;-0.79;0.33;-0.03;-0.93;-0.18;0.67;-0.79;0.32;-0.04;-0.93
-0.30;0.30;-0.67;0.32;-0.04;-0.93;-0.67;1.16;-1.10;0.33;-0.03;-0.93;-0.24;0.30;-0.61;0.33;-0.03;-0.92;-0.24;0.43;-0.67;0.33;-0.04;-0.94;0.06;0.49;-0.98;0.32;-0.03;-0.92;0.06;-0.24;-0.49;0.33;-0.04;-0.92;-0.43;0.55;-1.34;0.32;-0.03;-0.92;-0.18;0.30;-0.61;0.33;-0.03;-0.93
-0.37;0.12;-1.10;0.32;-0.03;-0.92;0.06;0.49;-0.91;0.34;-0.03;-0.93;-0.18;0.55;-0.98;0.33;-0.04;-0.92;-0.37;0.43;-1.52;0.33;-0.04;-0.93;-0.12;0.43;-0.85;0.33;-0.03;-0.93;-0.49;0.00;-0.98;0.32;-0.04;-0.92;-0.18;0.98;-0.79;0.33;-0.03;-0.93;-0.61;0.06;-0.73;0.32;-0.04;-0.93
0.12;0.98;-1.28;0.33;-0.04;-0.93;-0.49;0.12;-0.85;0.32;-0.03;-0.92;-0.55;0.67;-0.73;0.32;-0.03;-0.94;-0.73;1.16;-0.73;0.32;-0.03;-0.91;-0.43;0.12;-0.67;0.33;-0.03;-0.93;-0.43;0.67;-1.16;0.33;-0.03;-0.94;-0.24;-0.06;-0.91;0.32;-0.04;-0.92;0.00;0.24;-0.73;0.33;-0.03;-0.94
-0.30;0.18;-0.43;0.32;-0.03;-0.92;-0.30;0.73;-0.79;0.32;-0.04;-0.94;-0.30;0.12;-1.16;0.32;-0.04;-0.92;-0.18;0.00;-0.91;0.33;-0.04;-0.95;-0.12;1.10;-0.91;0.33;-0.03;-0.93;-0.61;0.37;-0.55;0.32;-0.03;-0.92;-0.43;0.91;-0.43;0.32;-0.03;-0.93;-0.73;0.37;-0.85;0.33;-0.03;-0.93
-0.79;0.85;-0.67;0.32;-0.04;-0.92;0.00;0.49;-1.16;0.33;-0.04;-0.93;-0.37;0.61;-1.40;0.32;-0.04;-0.93;-0.30;0.67;-0.85;0.32;-0.03;-0.93;-0.30;0.24;-0.85;0.33;-0.04;-0.93;-0.43;0.49;-1.10;0.32;-0.03;-0.92;-0.67;0.24;-0.61;0.33;-0.04;-0.92;-0.18;0.61;-0.85;0.33;-0.03;-0.94
-0.73;0.61;-1.40;0.32;-0.03;-0.93;-0.06;0.18;-0.85;0.33;-0.04;-0.94;-0.55;0.73;-0.91;0.33;-0.02;-0.93;-0.67;0.43;-0.61;0.32;-0.04;-0.93;-0.24;0.85;-0.85;0.32;-0.04;-0.93;-0.43;0.12;-0.85;0.33;-0.03;-0.93;-0.49;0.61;-0.79;0.33;-0.03;-0.93;0.06;0.85;-1.04;0.33;-0.03;-0.93
-0.49;0.06;-0.67;0.33;-0.04;-0.93;-0.43;0.73;-1.16;0.33;-0.03;-0.93;-0.12;0.18;-0.79;0.32;-0.03;-0.93;-0.49;0.61;-0.55;0.33;-0.03;-0.93;-0.49;0.49;-0.85;0.32;-0.04;-0.92;-0.06;-0.24;-1.04;0.32;-0.03;-0.93;-0.37;0.79;-1.22;0.33;-0.03;-0.93;-0.12;0.43;-1.04;0.32;-0.04;-0.92
