0.18;0.18;-0.55;-0.62;0.73;0.34;0.91;-0.55;-0.37;-0.60;0.73;0.33;0.24;-0.06;0.00;-0.61;0.73;0.33;0.12;0.18;-0.06;-0.61;0.73;0.34;0.06;0.06;-0.67;-0.61;0.73;0.33;0.43;-0.06;-0.37;-0.60;0.73;0.33;0.06;0.24;-0.55;-0.60;0.72;0.33;-0.18;0.00;0.18;-0.61;0.72;0.33
0.43;-0.30;-0.12;-0.62;0.73;0.33;-0.12;-0.18;-0.49;-0.60;0.72;0.33;0.06;0.06;-0.24;-0.60;0.73;0.33;-0.37;-0.18;-0.24;-0.61;0.72;0.33;0.06;0.24;-0.30;-0.61;0.73;0.33;0.73;-0.06;-0.55;-0.61;0.73;0.34;0.79;-0.24;-0.37;-0.60;0.72;0.33;0.49;-0.43;-0.49;-0.61;0.73;0.33
0.24;0.00;0.12;-0.61;0.72;0.33;0.00;0.43;-0.30;-0.61;0.72;0.33;0.49;-0.37;-0.12;-0.60;0.72;0.33;0.49;0.06;-0.06;-0.61;0.73;0.33;0.43;-0.61;-0.43;-0.61;0.73;0.33;0.12;-0.37;0.12;-0.61;0.73;0.33;-0.12;0.00;-0.37;-0.61;0.73;0.33;0.00;-0.06;0.18;-0.61;0.73;0.34
-0.06;-0.18;0.06;-0.60;0.73;0.34;0.18;-0.06;0.55;-0.61;0.73;0.33;0.12;-0.06;-0.37;-0.61;0.72;0.34;0.37;0.49;-0.12;-0.62;0.73;0.34;-0.12;0.24;-0.24;-0.61;0.72;0.34;0.18;0.24;0.18;-0.61;0.73;0.34;0.37;0.24;0.06;-0.61;0.73;0.33;0.67;-0.06;-0.06;-0.61;0.73;0.34
0.49;-0.18;-0.24;-0.61;0.73;0.34;0.55;0.30;-0.43;-0.62;0.73;0.33;0.12;0.12;0.00;-0.61;0.73;0.33;0.43;-0.12;-0.30;-0.60;0.73;0.33;0.06;-0.12;-0.24;-0.61;0.73;0.33;0.43;-0.24;-0.12;-0.61;0.72;0.33;0.00;0.24;-1.04;-0.62;0.73;0.33;0.67;-0.06;-0.18;-0.61;0.72;0.33
0.98;-0.37;-0.30;-0.61;0.72;0.33;0.00;0.18;-0.43;-0.62;0.72;0.34;0.73;-0.79;0.06;-0.61;0.72;0.34;0.24;0.12;-0.24;-0.61;0.72;0.33;0.30;0.06;0.00;-0.61;0.72;0.33;0.30;0.37;0.00;-0.61;0.73;0.33;0.79;-0.12;-0.30;-0.62;0.73;0.34;0.91;0.18;0.06;-0.61;0.72;0.34
0.18;0.18;-0.30;-0.61;0.72;0.34;0.79;0.12;-0.30;-0.61;0.73;0.33;0.12;-0.06;0.00;-0.61;0.72;0.33;0.73;-0.55;-0.12;-0.61;0.72;0.33;-0.06;-0.49;-0.06;-0.61;0.72;0.34;0.06;0.55;-0.06;-0.61;0.73;0.33;-0.24;0.12;-0.49;-0.61;0.72;0.34;0.61;-0.06;-0.18;-0.60;0.73;0.33
0.79;-1.34;0.55;-0.61;0.73;0.34;-0.30;1.04;-0.49;-0.60;0.74;0.33;0.43;0.79;-0.61;-0.61;0.73;0.33;0.55;-0.06;-0.37;-0.60;0.72;0.33;0.85;-0.06;-0.12;-0.61;0.72;0.33;0.49;-0.18;-0.06;-0.61;0.73;0.34;0.49;-0.43;-0.37;-0.61;0.73;0.34;0.37;-0.12;-0.24;-0.61;0.73;0.33
0.55;0.12;-0.24;-0.60;0.72;0.33;0.18;0.06;-0.85;-0.61;0.72;0.33;0.67;0.61;-0.30;-0.61;0.73;0.33;0.24;-0.30;-0.73;-0.62;0.72;0.33;0.55;-0.67;0.06;-0.60;0.72;0.33;0.12;-0.61;-0.18;-0.61;0.73;0.34;0.73;-0.12;-0.24;-0.61;0.73;0.34;0.18;0.00;-0.43;-0.60;0.72;0.33
0.12;0.06;-0.06;-0.60;0.72;0.33;0.37;0.12;-0.55;-0.61;0.73;0.33;0.06;0.06;-0.30;-0.61;0.73;0.32;-0.06;-0.12;-0.30;-0.61;0.73;0.33;-0.24;0.24;-0.18;-0.61;0.72;0.34;0.55;0.18;0.18;-0.61;0.73;0.33;0.49;0.24;-0.37;-0.61;0.72;0.33;0.49;-0.06;-0.30;-0.62;0.73;0.33
