0.43;-0.18;0.24;0.17;-0.10;-0.98;-0.55;-0.61;-0.91;0.03;-0.75;0.67;0.00;-0.55;-0.18;0.25;0.43;0.86;0.24;-0.18;0.37;0.09;-0.05;1.04;-0.73;1.04;1.34;0.03;0.61;0.78;0.00;0.73;0.06;-0.15;0.05;-0.98;
0.43;-0.12;0.18;0.17;-0.10;-0.98;0.43;-0.06;-0.79;0.04;-0.76;0.67;0.24;-0.91;0.24;0.25;0.43;0.86;0.18;-0.24;-0.12;0.08;-0.06;1.04;-0.06;0.61;1.65;0.04;0.60;0.78;0.43;0.55;0.18;-0.15;0.04;-0.99;
0.37;0.24;0.61;0.17;-0.10;-0.98;0.30;-0.79;-0.67;0.03;-0.75;0.67;0.18;-0.85;0.67;0.25;0.43;0.86;0.61;-0.12;0.49;0.08;-0.06;1.04;-0.30;0.67;1.46;0.04;0.61;0.79;-0.12;0.06;0.06;-0.15;0.03;-0.98;
0.43;0.37;0.73;0.18;-0.11;-0.97;0.37;-0.30;-1.46;0.04;-0.75;0.68;0.24;-0.73;-0.18;0.25;0.42;0.86;0.37;-0.37;-0.18;0.08;-0.06;1.04;0.37;0.67;1.59;0.04;0.62;0.78;0.24;-0.30;-0.12;-0.15;0.04;-0.98;
0.49;0.61;0.06;0.18;-0.11;-0.97;0.24;-0.67;-0.73;0.03;-0.75;0.67;0.06;0.00;0.00;0.25;0.43;0.87;0.67;-0.67;0.43;0.08;-0.06;1.04;-0.43;0.18;1.71;0.04;0.61;0.78;1.04;-0.12;-0.12;-0.15;0.04;-0.98;
0.67;0.24;-0.30;0.18;-0.11;-0.98;0.12;-0.30;-0.91;0.04;-0.75;0.68;0.18;-0.43;0.37;0.26;0.42;0.87;0.30;-0.55;0.67;0.08;-0.06;1.04;0.18;0.37;1.83;0.04;0.61;0.78;-0.18;0.06;-0.18;-0.15;0.04;-0.99;
0.24;0.24;0.24;0.17;-0.10;-0.98;-0.24;-0.24;-1.52;0.04;-0.74;0.68;0.30;-0.49;0.06;0.25;0.44;0.87;0.37;-0.67;0.12;0.08;-0.06;1.03;0.24;0.55;1.52;0.03;0.60;0.78;0.18;0.00;-0.18;-0.15;0.05;-0.98;
0.00;-0.24;0.12;0.18;-0.10;-0.97;0.12;-0.37;-1.10;0.03;-0.75;0.68;0.18;-0.37;-0.37;0.25;0.44;0.86;0.67;-0.18;0.55;0.09;-0.06;1.04;-0.24;0.85;0.91;0.03;0.61;0.78;0.00;-0.18;0.18;-0.15;0.04;-0.98;
0.67;0.12;0.43;0.17;-0.10;-0.97;-0.18;-0.18;-0.79;0.04;-0.74;0.68;0.06;-0.67;-0.06;0.25;0.44;0.87;0.24;-0.49;-0.06;0.08;-0.06;1.04;-0.67;0.18;0.85;0.03;0.61;0.78;-0.37;0.43;-0.49;-0.16;0.04;-0.98;
0.00;0.30;0.24;0.17;-0.10;-0.98;0.37;0.00;-0.91;0.03;-0.75;0.68;0.24;-0.85;0.55;0.25;0.44;0.87;-0.12;-0.24;0.55;0.08;-0.06;1.05;0.18;0.67;1.59;0.05;0.61;0.79;0.00;0.30;0.00;-0.15;0.03;-0.99;
0.43;0.12;-0.30;0.18;-0.10;-0.97;0.43;-0.49;-1.10;0.04;-0.75;0.68;0.73;-0.61;0.30;0.26;0.43;0.85;0.49;-0.24;0.12;0.07;-0.07;1.04;-0.24;0.91;1.77;0.03;0.61;0.78;-0.18;-0.18;-0.43;-0.16;0.03;-0.98;
0.43;0.12;-0.12;0.17;-0.11;-0.98;-0.18;-0.37;-1.22;0.03;-0.76;0.68;0.43;-0.49;-0.06;0.26;0.43;0.86;0.24;-0.24;-0.24;0.08;-0.06;1.03;0.37;-0.18;1.77;0.04;0.60;0.78;0.18;0.67;0.06;-0.15;0.04;-0.98;
0.61;0.06;-0.12;0.17;-0.11;-0.98;-0.18;-0.30;-1.46;0.04;-0.75;0.68;0.43;-0.55;0.00;0.25;0.43;0.86;0.24;-0.18;0.24;0.08;-0.06;1.04;-0.49;0.85;1.65;0.04;0.60;0.78;-0.18;-0.06;0.00;-0.14;0.05;-0.98;
0.18;-0.18;0.06;0.17;-0.11;-0.98;0.30;-0.30;-1.10;0.04;-0.75;0.67;0.73;-0.37;0.37;0.25;0.43;0.86;0.00;-0.12;0.30;0.08;-0.05;1.04;0.67;0.79;1.34;0.04;0.61;0.78;-0.24;-0.06;-0.24;-0.16;0.04;-0.99;
0.79;0.61;0.12;0.17;-0.10;-0.97;-0.18;-0.24;-0.91;0.04;-0.75;0.67;0.18;-0.85;0.12;0.26;0.43;0.86;0.06;-0.49;0.30;0.09;-0.07;1.03;-0.79;0.43;1.10;0.03;0.61;0.78;0.30;0.00;-0.12;-0.15;0.04;-0.99;
0.61;0.73;-0.18;0.18;-0.10;-0.98;0.30;-0.85;-0.85;0.04;-0.75;0.68;0.00;-0.55;0.00;0.24;0.43;0.86;-0.06;-0.67;0.85;0.09;-0.06;1.04;-0.24;0.85;1.10;0.03;0.61;0.78;0.18;0.30;-0.12;-0.15;0.04;-0.99;
0.55;-0.18;0.06;0.18;-0.10;-0.98;-0.24;-0.55;-1.28;0.04;-0.75;0.67;0.55;-0.30;-0.12;0.25;0.43;0.86;-0.18;-0.06;0.24;0.09;-0.06;1.04;0.24;1.04;0.98;0.05;0.61;0.78;-0.18;-0.12;0.49;-0.16;0.05;-0.99;
0.55;0.06;0.30;0.18;-0.10;-0.99;0.06;-0.12;-0.30;0.03;-0.75;0.67;0.49;-0.67;0.00;0.25;0.43;0.86;0.30;-0.37;0.12;0.08;-0.06;1.04;-0.24;0.67;1.77;0.04;0.62;0.79;0.43;0.24;0.43;-0.16;0.04;-0.98;
0.06;0.18;-0.24;0.18;-0.10;-0.98;0.24;-0.61;-1.40;0.03;-0.75;0.67;0.30;-0.43;-0.06;0.25;0.43;0.87;0.30;0.06;0.24;0.08;-0.06;1.04;-0.55;0.61;1.71;0.04;0.60;0.78;0.24;0.12;0.30;-0.15;0.04;-0.98;
0.55;-0.43;0.49;0.18;-0.10;-0.98;0.67;-0.24;-1.04;0.04;-0.75;0.68;0.24;0.12;0.18;0.25;0.44;0.86;-0.06;-0.67;0.06;0.08;-0.06;1.04;-0.12;0.67;1.59;0.04;0.61;0.77;-0.12;-0.61;-0.06;-0.15;0.04;-0.99;
0.43;0.24;-0.12;0.18;-0.10;-0.97;-0.24;-0.43;-0.79;0.03;-0.74;0.67;0.73;-0.55;0.06;0.26;0.43;0.87;0.24;0.06;0.43;0.07;-0.06;1.04;-0.61;0.79;1.40;0.03;0.60;0.78;0.18;0.06;-0.30;-0.17;0.04;-0.98;
0.30;0.18;0.30;0.18;-0.10;-0.98;-0.18;-0.24;-0.91;0.04;-0.75;0.69;0.61;-0.43;-0.12;0.24;0.43;0.87;0.37;-0.12;-0.06;0.08;-0.06;1.04;0.43;0.85;1.83;0.03;0.61;0.78;0.12;0.37;0.30;-0.15;0.05;-0.98;
0.37;0.12;0.61;0.17;-0.11;-0.98;0.24;-0.30;-1.22;0.03;-0.75;0.68;0.91;-0.37;0.00;0.26;0.44;0.86;0.06;-0.12;0.06;0.08;-0.06;1.04;-0.43;0.61;1.59;0.04;0.61;0.79;-0.24;-0.18;0.67;-0.16;0.04;-0.98;
0.43;0.37;0.43;0.17;-0.11;-0.97;0.00;-0.79;-1.28;0.03;-0.74;0.68;0.98;-0.24;0.30;0.26;0.43;0.87;0.37;-0.30;0.12;0.08;-0.07;1.04;0.12;0.49;1.46;0.05;0.61;0.78;0.12;0.73;0.06;-0.15;0.04;-0.98;
0.67;-0.37;0.43;0.17;-0.11;-0.98;-0.18;-0.55;-0.91;0.03;-0.76;0.68;0.06;-0.30;-0.12;0.25;0.42;0.86;0.30;-0.30;0.30;0.08;-0.06;1.04;-0.06;0.43;2.01;0.03;0.60;0.78;0.37;0.12;0.30;-0.15;0.04;-0.98;
0.12;0.12;0.30;0.18;-0.10;-0.97;0.43;-0.73;-0.91;0.04;-0.75;0.67;0.37;-0.37;0.00;0.25;0.43;0.86;0.18;-0.24;0.24;0.08;-0.06;1.04;0.49;0.91;1.65;0.04;0.62;0.78;0.49;-0.12;-0.12;-0.15;0.04;-0.99;
0.30;-0.12;-0.24;0.17;-0.10;-0.98;-0.12;-0.43;-0.85;0.03;-0.75;0.67;0.12;-0.43;0.18;0.25;0.43;0.85;0.43;-0.37;0.00;0.09;-0.06;1.04;-0.24;0.43;1.46;0.04;0.60;0.78;1.04;0.06;-0.24;-0.15;0.04;-0.98;
0.55;0.18;0.55;0.17;-0.10;-0.99;0.30;-0.18;-1.40;0.03;-0.76;0.67;0.43;-0.61;0.18;0.25;0.43;0.87;0.12;-0.37;0.37;0.08;-0.06;1.04;-0.73;0.73;1.40;0.03;0.61;0.78;0.06;0.06;0.06;-0.15;0.04;-0.98;
0.37;0.00;-0.24;0.18;-0.10;-0.99;0.12;-0.67;-1.16;0.03;-0.74;0.66;0.61;-0.55;-0.24;0.25;0.43;0.86;0.18;-0.06;0.00;0.09;-0.05;1.03;0.06;0.49;1.59;0.04;0.61;0.78;0.49;-0.30;-0.49;-0.15;0.04;-0.99;
0.61;0.73;0.37;0.18;-0.10;-0.98;0.00;-0.43;-0.79;0.03;-0.75;0.67;0.06;-0.37;-0.12;0.25;0.44;0.86;0.12;-0.37;0.37;0.07;-0.06;1.05;-0.79;0.67;1.28;0.03;0.61;0.77;0.00;-0.06;-0.30;-0.16;0.04;-0.99;
0.49;0.06;-0.18;0.17;-0.11;-0.99;-0.06;-0.43;-1.22;0.04;-0.74;0.67;0.61;-0.24;0.55;0.27;0.43;0.86;0.30;0.00;0.67;0.08;-0.06;1.04;-0.37;0.91;1.34;0.04;0.61;0.77;0.30;-0.06;1.04;-0.15;0.04;-0.99;
0.24;0.67;0.18;0.17;-0.10;-0.98;0.30;-0.73;-1.16;0.04;-0.75;0.68;0.24;-0.61;-0.24;0.25;0.43;0.86;0.18;-0.55;0.18;0.08;-0.05;1.04;-0.79;1.04;1.77;0.03;0.60;0.78;0.00;-0.12;-0.67;-0.15;0.04;-0.99;
0.30;0.73;0.12;0.17;-0.11;-0.98;0.24;-0.73;-0.91;0.03;-0.74;0.68;0.55;-0.61;0.18;0.25;0.44;0.88;-0.24;-0.12;0.24;0.08;-0.06;1.04;-0.30;0.55;1.34;0.04;0.61;0.78;0.12;0.24;0.18;-0.15;0.04;-0.98;
0.73;0.24;0.06;0.17;-0.10;-0.97;0.12;-0.12;-0.91;0.04;-0.74;0.67;0.43;-0.49;-0.37;0.25;0.42;0.85;0.18;-0.18;0.24;0.08;-0.06;1.04;0.06;0.61;1.28;0.04;0.61;0.78;-0.43;0.12;-0.12;-0.15;0.05;-0.99;
0.79;0.06;0.00;0.17;-0.10;-0.98;-0.37;-0.67;-1.16;0.02;-0.75;0.67;0.43;-0.55;-0.06;0.26;0.43;0.86;0.06;-0.73;0.18;0.07;-0.05;1.04;-0.37;0.55;1.95;0.03;0.61;0.77;0.49;-0.67;-0.30;-0.16;0.05;-0.98;
0.55;0.43;0.06;0.18;-0.11;-0.98;0.24;0.18;-1.46;0.03;-0.75;0.67;0.61;-0.49;-0.06;0.25;0.43;0.86;0.24;-0.24;0.49;0.08;-0.06;1.03;-0.43;0.43;1.65;0.04;0.61;0.78;0.37;0.24;-0.06;-0.15;0.04;-0.97;
-0.12;0.30;0.12;0.17;-0.10;-0.98;-0.18;-0.37;-0.79;0.05;-0.75;0.66;0.67;-0.55;-0.06;0.26;0.43;0.86;0.06;-0.30;0.18;0.08;-0.06;1.04;-0.06;0.43;1.34;0.02;0.60;0.79;0.06;0.06;-0.30;-0.16;0.04;-0.98;
0.37;-0.06;-0.18;0.18;-0.10;-0.99;0.06;-0.55;-0.91;0.04;-0.74;0.68;0.85;-0.67;0.18;0.26;0.44;0.85;0.00;-0.43;-0.12;0.08;-0.06;1.04;0.67;0.37;1.65;0.03;0.61;0.78;-0.18;0.43;-0.37;-0.14;0.04;-0.98;
-0.18;0.98;0.55;0.17;-0.10;-0.99;0.18;-0.67;-1.10;0.04;-0.75;0.68;-0.12;-0.18;-0.24;0.25;0.43;0.86;0.73;-0.79;0.37;0.08;-0.05;1.04;0.06;1.10;1.04;0.03;0.61;0.77;-0.06;0.00;-0.18;-0.15;0.04;-0.98;
0.79;0.24;0.00;0.17;-0.11;-0.98;0.12;-0.55;-1.16;0.03;-0.74;0.68;0.49;-0.24;-0.30;0.25;0.44;0.86;0.00;-0.37;0.98;0.08;-0.06;1.04;-0.06;0.79;1.10;0.04;0.61;0.78;0.30;-0.30;0.43;-0.15;0.04;-0.98;
0.67;0.00;-0.18;0.17;-0.10;-0.97;0.43;-0.12;-0.79;0.03;-0.74;0.68;0.55;-0.30;0.12;0.25;0.43;0.86;-0.06;-0.37;0.18;0.08;-0.07;1.04;-0.37;0.61;1.28;0.04;0.61;0.78;0.43;0.24;-0.18;-0.15;0.04;-0.99;
0.49;0.37;0.18;0.18;-0.10;-0.98;0.73;-0.55;-1.28;0.03;-0.75;0.69;0.24;-0.73;-0.43;0.25;0.43;0.85;0.18;-0.43;0.30;0.07;-0.05;1.04;0.12;1.22;1.65;0.03;0.60;0.77;0.67;0.24;-0.18;-0.15;0.04;-0.98;
0.73;0.43;0.00;0.17;-0.10;-0.99;0.37;-0.12;-0.49;0.03;-0.75;0.67;0.30;-0.37;-0.24;0.26;0.44;0.87;0.12;-0.73;0.37;0.08;-0.06;1.04;-0.43;0.79;1.52;0.04;0.61;0.78;-0.12;0.30;-0.24;-0.15;0.04;-0.98;
0.12;0.18;0.30;0.17;-0.11;-0.97;-0.30;-0.55;-1.71;0.03;-0.74;0.67;0.79;-0.30;-0.18;0.25;0.43;0.85;0.43;-0.37;0.30;0.09;-0.06;1.04;-0.37;1.16;1.40;0.04;0.60;0.77;0.00;0.06;-0.06;-0.16;0.04;-0.99;
0.18;0.18;0.73;0.17;-0.10;-0.97;-0.98;-0.30;-1.52;0.04;-0.74;0.67;0.79;-0.30;0.49;0.25;0.43;0.86;0.18;-0.61;0.37;0.08;-0.06;1.04;0.18;0.61;1.71;0.04;0.61;0.77;0.12;0.43;0.00;-0.16;0.04;-0.99;
0.49;-0.30;-0.06;0.17;-0.10;-0.98;-0.12;-0.67;-1.10;0.03;-0.75;0.68;0.12;-0.73;0.00;0.25;0.43;0.86;0.24;-0.37;0.24;0.08;-0.06;1.04;-0.37;0.43;1.10;0.03;0.61;0.79;-0.12;0.55;-0.24;-0.16;0.04;-0.99;
0.61;0.12;0.18;0.17;-0.10;-0.98;0.06;-0.24;-1.04;0.04;-0.75;0.68;0.12;-0.49;0.18;0.25;0.43;0.86;0.00;-0.61;0.49;0.08;-0.06;1.04;-0.18;0.61;1.95;0.03;0.60;0.77;-0.18;0.24;-0.06;-0.15;0.04;-0.98;
0.30;0.30;0.18;0.17;-0.11;-0.97;-0.18;-0.49;-1.04;0.03;-0.75;0.68;0.06;-0.24;0.00;0.26;0.44;0.86;0.12;-0.12;0.18;0.08;-0.06;1.04;0.00;1.04;1.40;0.04;0.60;0.78;0.18;-0.06;-0.06;-0.15;0.04;-0.98;
0.73;0.24;0.12;0.18;-0.11;-0.98;0.06;-0.24;-1.16;0.04;-0.75;0.67;0.49;-0.30;0.79;0.25;0.43;0.88;0.30;0.12;0.49;0.08;-0.06;1.04;0.37;0.67;1.71;0.03;0.61;0.78;-0.12;-0.12;-0.30;-0.16;0.05;-0.98;
0.30;-0.12;0.12;0.18;-0.11;-0.97;0.43;-0.43;-0.98;0.03;-0.74;0.67;0.18;-1.46;0.06;0.25;0.43;0.85;0.06;-0.61;0.30;0.08;-0.05;1.03;-0.49;0.91;1.04;0.04;0.61;0.78;0.49;0.24;-0.06;-0.15;0.04;-0.98;
0.49;0.37;0.49;0.17;-0.10;-0.97;0.12;-0.24;-0.85;0.03;-0.75;0.67;0.55;-0.55;-0.12;0.25;0.43;0.86;0.61;-0.73;0.24;0.08;-0.06;1.05;-0.73;0.61;1.83;0.03;0.61;0.78;0.00;0.06;0.18;-0.15;0.04;-0.98;
0.18;0.00;-0.18;0.17;-0.10;-0.98;-0.30;-0.24;-0.98;0.03;-0.75;0.67;0.61;-0.85;0.12;0.25;0.43;0.86;0.06;0.06;0.12;0.08;-0.06;1.05;-0.98;0.24;1.04;0.04;0.61;0.78;0.30;0.12;0.06;-0.15;0.04;-0.98;
0.12;-0.24;-0.24;0.18;-0.10;-0.97;0.37;0.18;-1.10;0.03;-0.74;0.68;-0.12;-0.30;0.18;0.26;0.43;0.86;0.12;-0.67;0.43;0.08;-0.06;1.04;-0.24;1.22;1.40;0.04;0.61;0.78;0.18;0.00;-0.24;-0.16;0.04;-0.98;
0.18;-0.18;0.49;0.17;-0.10;-0.98;-0.06;-0.37;-0.91;0.04;-0.76;0.68;0.06;-0.30;0.00;0.26;0.44;0.86;0.18;-0.30;0.73;0.09;-0.06;1.04;-0.55;0.55;1.71;0.04;0.60;0.78;0.43;-0.12;0.00;-0.15;0.04;-0.99;
0.43;0.18;0.24;0.17;-0.11;-0.98;0.12;-0.12;-0.85;0.03;-0.75;0.68;0.49;-0.43;0.00;0.25;0.43;0.87;0.30;-0.43;0.37;0.08;-0.06;1.04;-0.06;0.43;1.34;0.04;0.61;0.78;-0.24;0.30;0.18;-0.15;0.04;-0.99;
0.55;0.61;0.37;0.17;-0.10;-0.98;0.30;-0.55;-1.95;0.04;-0.74;0.67;-0.06;-0.85;0.12;0.25;0.44;0.86;0.24;0.06;0.43;0.08;-0.06;1.04;-0.06;0.85;1.65;0.03;0.61;0.78;-0.12;0.06;-0.55;-0.15;0.04;-0.99;
0.12;0.06;0.43;0.17;-0.10;-0.98;-0.37;-0.73;-1.10;0.04;-0.75;0.67;0.18;-0.61;-0.18;0.25;0.44;0.87;0.18;-0.24;0.24;0.08;-0.06;1.03;-0.79;0.73;0.98;0.04;0.61;0.78;0.43;0.37;0.49;-0.15;0.04;-0.99;
0.00;0.18;-0.12;0.18;-0.10;-0.98;-0.06;-0.49;-1.10;0.04;-0.75;0.67;-0.06;-0.67;-0.24;0.25;0.43;0.87;-0.12;-0.30;0.37;0.08;-0.06;1.04;-0.67;0.85;1.71;0.04;0.61;0.78;-0.06;0.12;0.24;-0.16;0.04;-0.98;
1.04;0.30;0.37;0.17;-0.10;-0.98;0.00;-0.73;-0.91;0.04;-0.75;0.67;0.12;-0.55;0.00;0.25;0.44;0.87;0.85;-0.06;0.73;0.09;-0.06;1.05;-0.18;1.22;1.52;0.04;0.61;0.79;-0.18;0.06;0.00;-0.16;0.05;-0.98;
0.61;-0.24;0.37;0.17;-0.10;-0.98;-0.55;-0.43;-1.59;0.04;-0.75;0.67;0.67;-0.91;0.00;0.25;0.44;0.86;-0.18;-0.30;0.37;0.08;-0.06;1.04;-0.30;0.85;1.59;0.04;0.61;0.77;-0.12;0.24;-0.55;-0.14;0.04;-0.99;
